流水號,名稱,維基集數,ESFIO,無文字版本,imgur,i.imgur
SS0634,緊盯他的雙眼,01-A,S1E01,,https://imgur.com/YWqYwVs,https://i.imgur.com/YWqYwVs.jpg
SS0635,跟他撂狠話,01-A,S1E01,,https://imgur.com/pnY7PVG,https://i.imgur.com/pnY7PVG.jpg
SS0636,我不夠優,01-A,S1E01,,https://imgur.com/7XdOyAy,https://i.imgur.com/7XdOyAy.jpg
SS0637,是誰老是說 要點餐了嗎,01-A,S1E01,,https://imgur.com/TZntNSr,https://i.imgur.com/TZntNSr.jpg
SS0638,是誰用牙籤做出了 史上最酷的鍋鏟,01-A,S1E01,,https://imgur.com/glUSvMH,https://i.imgur.com/glUSvMH.jpg
SS0639,誰是身上有洞的黃色方塊,01-A,S1E01,,https://imgur.com/ExVHqYO,https://i.imgur.com/ExVHqYO.jpg
SS0640,敗類,01-A,S1E01,,https://imgur.com/w5TtNQl,https://i.imgur.com/w5TtNQl.jpg
SS0641,我準備好了,01-A,S1E01,,https://imgur.com/CvvUfQB,https://i.imgur.com/CvvUfQB.jpg
SS0642,不行,01-A,S1E01,,https://imgur.com/FpiYXnM,https://i.imgur.com/FpiYXnM.jpg
SS0643,你好壞喔,01-A,S1E01,,https://imgur.com/0tti43j,https://i.imgur.com/0tti43j.jpg
SS0644,那種特別的臭味,01-A,S1E01,,https://imgur.com/rpjGEPP,https://i.imgur.com/rpjGEPP.jpg
SS0645,很臭的特別的臭味,01-A,S1E01,,https://imgur.com/bK4sHu4,https://i.imgur.com/bK4sHu4.jpg
SS0646,沙丁魚,01-A,S1E01,,https://imgur.com/22XUVne,https://i.imgur.com/22XUVne.jpg
SS0647,平價超市 要買什麼鍋鏟通通有,01-A,S1E01,,https://imgur.com/Flc8mKq,https://i.imgur.com/Flc8mKq.jpg
SS0648,殺進廚房,01-A,S1E01,,https://imgur.com/PMSTLMe,https://i.imgur.com/PMSTLMe.jpg
SS0649,早安 蟹堡王店員,01-A,S1E01,,https://imgur.com/mal2O7z,https://i.imgur.com/mal2O7z.jpg
SS0650,地松鼠,01-C,S1E03,,https://imgur.com/k5nYaI2,https://i.imgur.com/k5nYaI2.jpg
SS0651,我會武功欸,01-C,S1E03,,https://imgur.com/Vb8F2cl,https://i.imgur.com/Vb8F2cl.jpg
SS0652,看我的碎石絕招,01-C,S1E03,,https://imgur.com/HXxoBFM,https://i.imgur.com/HXxoBFM.jpg
SS0653,你頭上那是什麼東西啊,01-C,S1E03,,https://imgur.com/zE0gik8,https://i.imgur.com/zE0gik8.jpg
SS0654,我要離開這裡,01-C,S1E03,,https://imgur.com/gtoOl26,https://i.imgur.com/gtoOl26.jpg
SS0655,用這個滅火,09-A,S1E18,,https://imgur.com/npNlnLP,https://i.imgur.com/npNlnLP.jpg
SS0656,這是你的黃金蟹堡鍋鏟,09-A,S1E18,,https://imgur.com/fb0xHyE,https://i.imgur.com/fb0xHyE.jpg
SS0657,他會回來的,09-A,S1E18,,https://imgur.com/Y9grFH5,https://i.imgur.com/Y9grFH5.jpg
SS0658,沒想到我們的友誼會這麼珍貴,09-A,S1E18,,https://imgur.com/7qzwtRo,https://i.imgur.com/7qzwtRo.jpg
SS0659,你真的要送我一大罐美乃滋嗎,09-A,S1E18,,https://imgur.com/gmdyiTk,https://i.imgur.com/gmdyiTk.jpg
SS0660,還有這些舊電話簿,09-A,S1E18,,https://imgur.com/NJLsmuY,https://i.imgur.com/NJLsmuY.jpg
SS0661,忠實老朋友,09-A,S1E18,,https://imgur.com/uNRm262,https://i.imgur.com/uNRm262.jpg
SS0662,我不需要這個了,09-A,S1E18,,https://imgur.com/4L9hVLG,https://i.imgur.com/4L9hVLG.jpg
SS0663,他把褲子脫掉了,09-A,S1E18,,https://imgur.com/o3HlRzi,https://i.imgur.com/o3HlRzi.jpg
SS0664,他撐不了一星期,09-A,S1E18,,https://imgur.com/N55Tqt3,https://i.imgur.com/N55Tqt3.jpg
SS0665,他撐不了十一分鐘,09-A,S1E18,,https://imgur.com/b7HdnNv,https://i.imgur.com/b7HdnNv.jpg
SS0666,如果我不能當你的朋友,09-A,S1E18,,https://imgur.com/JVHuFXg,https://i.imgur.com/JVHuFXg.jpg
SS0667,我就要擁有你的標本,09-A,S1E18,,https://imgur.com/sdmvi9c,https://i.imgur.com/sdmvi9c.jpg
SS0668,我還幫你挑了很酷的標本罐,09-A,S1E18,,https://imgur.com/TV65XU6,https://i.imgur.com/TV65XU6.jpg
SS0669,我祝你幸福,09-A,S1E18,,https://imgur.com/LTXulDf,https://i.imgur.com/LTXulDf.jpg
SS0670,有毒的小海膽,09-A,S1E18,,https://imgur.com/ecamZVC,https://i.imgur.com/ecamZVC.jpg
SS0671,你說完了沒有,13-B,S1E27,,https://imgur.com/AnWHOQl,https://i.imgur.com/AnWHOQl.jpg
SS0672,好的 果然不出我所料,13-B,S1E27,,https://imgur.com/MJUAyGh,https://i.imgur.com/MJUAyGh.jpg
SS0673,這絕對是一隻蝸牛,13-B,S1E27,,https://imgur.com/fVBuCYy,https://i.imgur.com/fVBuCYy.jpg
SS0674,我就知道,13-B,S1E27,,https://imgur.com/nRgPMyS,https://i.imgur.com/nRgPMyS.jpg
SS0675,我太膽小了,13-B,S1E27,,https://imgur.com/LuxS45A,https://i.imgur.com/LuxS45A.jpg
SS0676,我瘋掉了嗎,13-B,S1E27,,https://imgur.com/NU23twx,https://i.imgur.com/NU23twx.jpg
SS0677,晚安 豎笛,13-B,S1E27,,https://imgur.com/Yo33yWU,https://i.imgur.com/Yo33yWU.jpg
SS0678,不要吵好嗎,13-B,S1E27,,https://imgur.com/dVUHs7X,https://i.imgur.com/dVUHs7X.jpg
SS0679,不知道那會是誰啊,14-A,S1E28,,https://imgur.com/t0Dw7Qb,https://i.imgur.com/t0Dw7Qb.jpg
SS0680,他不喜歡跟我們玩耶,14-A,S1E28,,https://imgur.com/DTizTR5,https://i.imgur.com/DTizTR5.jpg
SS0681,我永遠都不會好 你不懂嗎,14-A,S1E28,,https://imgur.com/FeWETae,https://i.imgur.com/FeWETae.jpg
SS0682,我馬上來,14-A,S1E28,,https://imgur.com/9jWrEA6,https://i.imgur.com/9jWrEA6.jpg
SS0683,我的美味蟹堡啊,14-A,S1E28,,https://imgur.com/buvxuIy,https://i.imgur.com/buvxuIy.jpg
SS0684,凍成冰塊的章魚怪,14-A,S1E28,,https://imgur.com/fKvROB7,https://i.imgur.com/fKvROB7.jpg
SS0685,你好 原始生物,14-A,S1E28,,https://imgur.com/WMN4OsO,https://i.imgur.com/WMN4OsO.jpg
SS0686,歡迎光臨未來,14-A,S1E28,,https://imgur.com/zRRh8LF,https://i.imgur.com/zRRh8LF.jpg
SS0687,未來的一切都是亮晶晶的,14-A,S1E28,,https://imgur.com/4dMjIis,https://i.imgur.com/4dMjIis.jpg
SS0688,是真的,14-A,S1E28,,https://imgur.com/ksJEhBE,https://i.imgur.com/ksJEhBE.jpg
SS0689,謝了,14-A,S1E28,,https://imgur.com/dnNXrXZ,https://i.imgur.com/dnNXrXZ.jpg
SS0690,我不屬於這裡,14-A,S1E28,,https://imgur.com/yMeTqk6,https://i.imgur.com/yMeTqk6.jpg
SS0691,這是一個可怕的錯誤,14-A,S1E28,,https://imgur.com/thxTBe5,https://i.imgur.com/thxTBe5.jpg
SS0692,我們一定要做點什麼,14-A,S1E28,,https://imgur.com/iIFvigR,https://i.imgur.com/iIFvigR.jpg
SS0693,時光機就在走廊盡頭房間裡,14-A,S1E28,,https://imgur.com/4Fy3nwU,https://i.imgur.com/4Fy3nwU.jpg
SS0694,那間一定是開罐機室,14-A,S1E28,,https://imgur.com/yrZCD0S,https://i.imgur.com/yrZCD0S.jpg
SS0695,嗨 你好,14-A,S1E28,,https://imgur.com/AktbMtL,https://i.imgur.com/AktbMtL.jpg
SS0696,你們應該捉住這個東西,14-A,S1E28,,https://imgur.com/dvq5x1z,https://i.imgur.com/dvq5x1z.jpg
SS0697,不是用它來自虐,14-A,S1E28,,https://imgur.com/qDEeIEP,https://i.imgur.com/qDEeIEP.jpg
SS0698,遮羞布給我一塊,14-A,S1E28,,https://imgur.com/hywsWtO,https://i.imgur.com/hywsWtO.jpg
SS0699,這樣應該可以讓日子好過一點了,14-A,S1E28,,https://imgur.com/QPDgIY4,https://i.imgur.com/QPDgIY4.jpg
SS0700,爛手氣,14-A,S1E28,,https://imgur.com/XMfHPks,https://i.imgur.com/XMfHPks.jpg
SS0701,獨處,14-A,S1E28,,https://imgur.com/HbOYorf,https://i.imgur.com/HbOYorf.jpg
SS0702,是哪個討厭鬼發明了這種爛遊戲,14-A,S1E28,,https://imgur.com/rjLtMzr,https://i.imgur.com/rjLtMzr.jpg
SS0703,你們魚類走進海鮮區說,14-B,S1E29,,https://imgur.com/8WgA2mG,https://i.imgur.com/8WgA2mG.jpg
SS0704,誰會吃這種東西,14-B,S1E29,,https://imgur.com/qpoR41D,https://i.imgur.com/qpoR41D.jpg
SS0705,我好愛這節目,14-B,S1E29,,https://imgur.com/g7eBQ5P,https://i.imgur.com/g7eBQ5P.jpg
SS0706,瘋狂全倒小松鼠球,14-B,S1E29,,https://imgur.com/OLoIQyr,https://i.imgur.com/OLoIQyr.jpg
SS0707,你活該 笨海綿,14-B,S1E29,,https://imgur.com/Uw9knDT,https://i.imgur.com/Uw9knDT.jpg
SS0708,你有沒有聽說過 小松鼠變成罐頭肉的故事,14-B,S1E29,,https://imgur.com/WHpIXK0,https://i.imgur.com/WHpIXK0.jpg
SS0709,嗨 植物,14-B,S1E29,,https://imgur.com/8W4aoXP,https://i.imgur.com/8W4aoXP.jpg
SS0710,罐頭堆,14-B,S1E29,,https://imgur.com/ZGvnjKO,https://i.imgur.com/ZGvnjKO.jpg
SS0711,整人玩具,14-B,S1E29,,https://imgur.com/syQDbk8,https://i.imgur.com/syQDbk8.jpg
SS0712,你終於買假髮啦,14-B,S1E29,,https://imgur.com/Z6jv4Rn,https://i.imgur.com/Z6jv4Rn.jpg
SS0713,我還會這招,14-B,S1E29,,https://imgur.com/URYAtUD,https://i.imgur.com/URYAtUD.jpg
SS0714,我受夠了,14-B,S1E29,,https://imgur.com/Kzn9Azo,https://i.imgur.com/Kzn9Azo.jpg
SS0715,那會毒害你的心靈,14-B,S1E29,,https://imgur.com/5ACLtXP,https://i.imgur.com/5ACLtXP.jpg
SS0716,哺乳動物,14-B,S1E29,,https://imgur.com/LED56jt,https://i.imgur.com/LED56jt.jpg
SS0717,變成植物人,14-B,S1E29,,https://imgur.com/qfyrhG2,https://i.imgur.com/qfyrhG2.jpg
SS0718,我是白痴,14-B,S1E29,,https://imgur.com/c63DyAy,https://i.imgur.com/c63DyAy.jpg
SS0719,你死定了,14-B,S1E29,,https://imgur.com/wJPKdPh,https://i.imgur.com/wJPKdPh.jpg
SS0720,不要作夢了,14-B,S1E29,,https://imgur.com/DXYW5LG,https://i.imgur.com/DXYW5LG.jpg
SS0721,我愛賺錢道,14-B,S1E29,,https://imgur.com/eWOQlyx,https://i.imgur.com/eWOQlyx.jpg
SS0722,大家早,02-A,S1E04,,https://imgur.com/IUYuuR0,https://i.imgur.com/IUYuuR0.jpg
SS0723,生意挺好的嘛,02-A,S1E04,,https://imgur.com/L4nWuFa,https://i.imgur.com/L4nWuFa.jpg
SS0724,首先我們要這樣,02-A,S1E04,,https://imgur.com/jgxcQw0,https://i.imgur.com/jgxcQw0.jpg
SS0725,轉圈圈,02-A,S1E04,,https://imgur.com/nOrdXHi,https://i.imgur.com/nOrdXHi.jpg
SS0726,停,02-A,S1E04,,https://imgur.com/SeYJ85S,https://i.imgur.com/SeYJ85S.jpg
SS0727,甩頭 甩三次,02-A,S1E04,,https://imgur.com/Jl3Basu,https://i.imgur.com/Jl3Basu.jpg
SS0728,然後 猛力衝刺,02-A,S1E04,,https://imgur.com/Fw85eIz,https://i.imgur.com/Fw85eIz.jpg
SS0729,用右腳停下來 不要忘了,02-A,S1E04,,https://imgur.com/bTIgnWJ,https://i.imgur.com/bTIgnWJ.jpg
SS0730,現在再來繞個大圈圈,02-A,S1E04,,https://imgur.com/iwjsD2L,https://i.imgur.com/iwjsD2L.jpg
SS0731,繞個大圈圈,02-A,S1E04,,https://imgur.com/DIFkNYs,https://i.imgur.com/DIFkNYs.jpg
SS0732,然後這樣 那樣,02-A,S1E04,,https://imgur.com/jd7abtN,https://i.imgur.com/jd7abtN.jpg
SS0733,請問有誰訂了 二十份沙子臘腸披薩呢,02-B,S1E05,,https://imgur.com/Ti17iDM,https://i.imgur.com/Ti17iDM.jpg
SS0734,看好囉,02-B,S1E05,,https://imgur.com/mwpGhDH,https://i.imgur.com/mwpGhDH.jpg
SS0735,為什麼,02-B,S1E05,,https://imgur.com/v7Idz1e,https://i.imgur.com/v7Idz1e.jpg
SS0736,靠近一點,02-B,S1E05,,https://imgur.com/2V0LNtE,https://i.imgur.com/2V0LNtE.jpg
SS0737,我需要...,02-B,S1E05,,https://imgur.com/HP5uf6w,https://i.imgur.com/HP5uf6w.jpg
SS0738,你要什麼,02-B,S1E05,,https://imgur.com/kyzneaN,https://i.imgur.com/kyzneaN.jpg
SS0739,針線包,02-B,S1E05,,https://imgur.com/SkjImH8,https://i.imgur.com/SkjImH8.jpg
SS0740,因為我的褲子又破了,02-B,S1E05,,https://imgur.com/VGZxAlu,https://i.imgur.com/VGZxAlu.jpg
SS0741,慘哦,02-B,S1E05,,https://imgur.com/brkQvFJ,https://i.imgur.com/brkQvFJ.jpg
SS0742,我們糗大了 褲子,02-B,S1E05,,https://imgur.com/bllnx6F,https://i.imgur.com/bllnx6F.jpg
SS0743,是你糗大了,02-B,S1E05,,https://imgur.com/vuU9LDS,https://i.imgur.com/vuU9LDS.jpg
SS0744,你不要開玩笑了,22-A,S2E03,,https://imgur.com/T1frkHs,https://i.imgur.com/T1frkHs.jpg
SS0745,你最好去照鏡子看一看,22-A,S2E03,,https://imgur.com/NEcmLJB,https://i.imgur.com/NEcmLJB.jpg
SS0746,我醜斃了,22-A,S2E03,,https://imgur.com/vDIy8ez,https://i.imgur.com/vDIy8ez.jpg
SS0747,可以借我一點浴鹽嗎,22-A,S2E03,,https://imgur.com/tsTBDaP,https://i.imgur.com/tsTBDaP.jpg
SS0748,我好欠扁,22-A,S2E03,,https://imgur.com/MBiOL9F,https://i.imgur.com/MBiOL9F.jpg
SS0749,我好醜,22-A,S2E03,,https://imgur.com/1ZAUgk0,https://i.imgur.com/1ZAUgk0.jpg
SS0750,你好醜 然後呢,22-A,S2E03,,https://imgur.com/BevpNDd,https://i.imgur.com/BevpNDd.jpg
SS0751,又好方,22-A,S2E03,,https://imgur.com/vj3YcwZ,https://i.imgur.com/vj3YcwZ.jpg
SS0752,不對 驕傲,22-A,S2E03,,https://imgur.com/tBkCXMJ,https://i.imgur.com/tBkCXMJ.jpg
SS0753,我好醜 我很驕傲,22-A,S2E03,,https://imgur.com/fpnzOSn,https://i.imgur.com/fpnzOSn.jpg
SS0754,這樣點心吧一定沒人排隊了,22-A,S2E03,,https://imgur.com/bs1TlZm,https://i.imgur.com/bs1TlZm.jpg
SS0755,拿去 我的錢給你,22-A,S2E03,,https://imgur.com/fLM7eo2,https://i.imgur.com/fLM7eo2.jpg
SS0756,我的手沒那麼髒吧,22-A,S2E03,,https://imgur.com/ca8SLC3,https://i.imgur.com/ca8SLC3.jpg
SS0757,你們想不想聽廁所笑話呢,22-A,S2E03,,https://imgur.com/EIuhQet,https://i.imgur.com/EIuhQet.jpg
SS0758,我得了醜八怪病,22-A,S2E03,,https://imgur.com/s2PfFJF,https://i.imgur.com/s2PfFJF.jpg
SS0759,好險哦,22-A,S2E03,,https://imgur.com/ZCNWD5B,https://i.imgur.com/ZCNWD5B.jpg
SS0760,聖代,22-A,S2E03,,https://imgur.com/vsGdmJs,https://i.imgur.com/vsGdmJs.jpg
SS0761,我們不醜 只是臭臭,22-A,S2E03,,https://imgur.com/0KuPxlA,https://i.imgur.com/0KuPxlA.jpg
SS0762,我好失望啊,22-B,S2E04,,https://imgur.com/ScCB26k,https://i.imgur.com/ScCB26k.jpg
SS0763,說魚魚到,22-B,S2E04,,https://imgur.com/icme2kd,https://i.imgur.com/icme2kd.jpg
SS0764,你知道這代表什麼嗎,22-B,S2E04,,https://imgur.com/kBtFrmx,https://i.imgur.com/kBtFrmx.jpg
SS0765,我們不能接受,22-B,S2E04,,https://imgur.com/sx6SxAZ,https://i.imgur.com/sx6SxAZ.jpg
SS0766,所以我們要共同合作 維護我們可悲的尊嚴,22-B,S2E04,,https://imgur.com/0I1xReO,https://i.imgur.com/0I1xReO.jpg
SS0767,你好 柱子,22-B,S2E04,,https://imgur.com/tg49BqQ,https://i.imgur.com/tg49BqQ.jpg
SS0768,箱子裡有什麼,22-B,S2E04,,https://imgur.com/xzSqeAo,https://i.imgur.com/xzSqeAo.jpg
SS0769,我喜歡驚喜,22-B,S2E04,,https://imgur.com/zqkaWoJ,https://i.imgur.com/zqkaWoJ.jpg
SS0770,好吧 目前沒問題,22-B,S2E04,,https://imgur.com/zWvHFaZ,https://i.imgur.com/zWvHFaZ.jpg
SS0771,真是馬屁精,22-B,S2E04,,https://imgur.com/fnGS3gJ,https://i.imgur.com/fnGS3gJ.jpg
SS0772,你看起來比平常還要可笑,22-B,S2E04,,https://imgur.com/7jKec54,https://i.imgur.com/7jKec54.jpg
SS0773,你真的好有品味哦,22-B,S2E04,,https://imgur.com/uYBvMO3,https://i.imgur.com/uYBvMO3.jpg
SS0774,沙拉跟茶,22-B,S2E04,,https://imgur.com/UgNZQKS,https://i.imgur.com/UgNZQKS.jpg
SS0775,不要再把我折成兩半了,22-B,S2E04,,https://imgur.com/bVJEA9w,https://i.imgur.com/bVJEA9w.jpg
SS0776,這麼做才對,22-B,S2E04,,https://imgur.com/hAu7ojP,https://i.imgur.com/hAu7ojP.jpg
SS0777,這只花了我一年的薪水耶,22-B,S2E04,,https://imgur.com/PSDOZjl,https://i.imgur.com/PSDOZjl.jpg
SS0778,再連絡,03-A,S1E06,,https://imgur.com/WQFyYar,https://i.imgur.com/WQFyYar.jpg
SS0779,可能是他不喜歡我們吧,03-A,S1E06,,https://imgur.com/b43N03a,https://i.imgur.com/b43N03a.jpg
SS0780,他們真好騙啊,03-A,S1E06,,https://imgur.com/sikz50s,https://i.imgur.com/sikz50s.jpg
SS0781,他回來了,03-A,S1E06,,https://imgur.com/D56878x,https://i.imgur.com/D56878x.jpg
SS0782,聖誕快樂,03-A,S1E06,,https://imgur.com/CSxFQsr,https://i.imgur.com/CSxFQsr.jpg
SS0783,最棒的一天,03-A,S1E06,,https://imgur.com/V06TOoj,https://i.imgur.com/V06TOoj.jpg
SS0784,好好握緊你的網子,03-A,S1E06,,https://imgur.com/peZkQht,https://i.imgur.com/peZkQht.jpg
SS0785,搞定了,03-A,S1E06,,https://imgur.com/7vGgMBU,https://i.imgur.com/7vGgMBU.jpg
SS0786,明天一定會更好,03-A,S1E06,,https://imgur.com/kDgDkrG,https://i.imgur.com/kDgDkrG.jpg
SS0787,你該不會還在生氣吧,03-A,S1E06,,https://imgur.com/2Quksw3,https://i.imgur.com/2Quksw3.jpg
SS0788,對 他還在氣,03-A,S1E06,,https://imgur.com/ktjPSaB,https://i.imgur.com/ktjPSaB.jpg
SS0789,你笑死我了 海綿寶寶,03-B,S1E07,,https://imgur.com/Tfmt83j,https://i.imgur.com/Tfmt83j.jpg
SS0790,我真的快死了,03-B,S1E07,,https://imgur.com/yLeRqpm,https://i.imgur.com/yLeRqpm.jpg
SS0791,我發誓不是我用的,03-B,S1E07,,https://imgur.com/NGeUeGS,https://i.imgur.com/NGeUeGS.jpg
SS0792,我上過大學的,03-B,S1E07,,https://imgur.com/hrQF8Bj,https://i.imgur.com/hrQF8Bj.jpg
SS0793,夠了 沒那麼好笑,03-B,S1E07,,https://imgur.com/3QwcduC,https://i.imgur.com/3QwcduC.jpg
SS0794,你這個方塊小呆頭,03-B,S1E07,,https://imgur.com/Hhm6YeJ,https://i.imgur.com/Hhm6YeJ.jpg
SS0795,我們都是無脊椎動物對吧,03-B,S1E07,,https://imgur.com/7gTovej,https://i.imgur.com/7gTovej.jpg
SS0796,你跟我做朋友的目的 就是為了偷學美味蟹堡秘方,03-B,S1E07,,https://imgur.com/HqaTHZq,https://i.imgur.com/HqaTHZq.jpg
SS0797,我相信明天根本就不是你的生日,03-B,S1E07,,https://imgur.com/cuFr1t2,https://i.imgur.com/cuFr1t2.jpg
SS0798,你這個弱智呆頭,03-B,S1E07,,https://imgur.com/L9cGk7a,https://i.imgur.com/L9cGk7a.jpg
SS0799,你完了 呆頭,03-B,S1E07,,https://imgur.com/JdLahEt,https://i.imgur.com/JdLahEt.jpg
SS0800,今天就不穿褲子好了,03-B,S1E07,,https://imgur.com/r3DKqH8,https://i.imgur.com/r3DKqH8.jpg
SS0801,給我閉嘴 你這個三流的豎笛樂手,03-B,S1E07,,https://imgur.com/TTKPdea,https://i.imgur.com/TTKPdea.jpg
SS0802,三流的,03-B,S1E07,,https://imgur.com/utT7MUX,https://i.imgur.com/utT7MUX.jpg
SS0803,你這個沒天分 沒地位的沒用樂手,03-B,S1E07,,https://imgur.com/8gCkeFJ,https://i.imgur.com/8gCkeFJ.jpg
SS0804,你的音樂作品就跟 海底垃圾一樣沒有任何價值,03-B,S1E07,,https://imgur.com/JtyRWwK,https://i.imgur.com/JtyRWwK.jpg
SS0805,我的拉布拉多犬,03-B,S1E07,,https://imgur.com/ABf0dAh,https://i.imgur.com/ABf0dAh.jpg
SS0806,我給你看過我的留聲機嗎,03-B,S1E07,,https://imgur.com/1bJB9uA,https://i.imgur.com/1bJB9uA.jpg
SS0807,海草 50%的海 50%的草,03-B,S1E07,,https://imgur.com/b1WNroa,https://i.imgur.com/b1WNroa.jpg
SS0808,皮老闆 1%邪惡 99%熱毒氣,03-B,S1E07,,https://imgur.com/bSuvHOK,https://i.imgur.com/bSuvHOK.jpg
SS0809,我有夠衰的,03-B,S1E07,,https://imgur.com/OeMti7R,https://i.imgur.com/OeMti7R.jpg
SS0810,無聊 我要看到血流成河,103-A,S6E05,,https://imgur.com/nl7KFUX,https://i.imgur.com/nl7KFUX.jpg
SS0811,今天是我生日,65-A,S4E08,,https://imgur.com/fcdYD9w,https://i.imgur.com/fcdYD9w.jpg
SS0812,永遠不能拒絕客人 就算是大爛客人也一樣,69-A,S4E15,,https://imgur.com/EPNOul1,https://i.imgur.com/EPNOul1.jpg
SS0813,有的時候 我就是好想逃離那一切,69-A,S4E15,,https://imgur.com/IVRJweg,https://i.imgur.com/IVRJweg.jpg
SS0814,我不知道還要考試,69-A,S4E15,,https://imgur.com/lu8fkTB,https://i.imgur.com/lu8fkTB.jpg
SS0815,我又沒有唸書,69-A,S4E15,,https://imgur.com/3yyKSG7,https://i.imgur.com/3yyKSG7.jpg
SS0816,拜託你 不要偷看好不好,69-A,S4E15,,https://imgur.com/CuAMP3y,https://i.imgur.com/CuAMP3y.jpg
SS0817,這是家飯店,69-A,S4E15,,https://imgur.com/lSJE771,https://i.imgur.com/lSJE771.jpg
SS0818,我怎麼過日子不關你的事,69-A,S4E15,,https://imgur.com/9tlu7c6,https://i.imgur.com/9tlu7c6.jpg
SS0819,我怎麼知道 你去問我媽呀,69-A,S4E15,,https://imgur.com/nW1rbop,https://i.imgur.com/nW1rbop.jpg
SS0820,那是家飯店,69-A,S4E15,,https://imgur.com/KXVmbkY,https://i.imgur.com/KXVmbkY.jpg
SS0821,這是一家醫院,69-A,S4E15,,https://imgur.com/5rJTRTb,https://i.imgur.com/5rJTRTb.jpg
SS0822,是個大驚喜,22-B,S2E04,,https://imgur.com/sbIUUOX,https://i.imgur.com/sbIUUOX.jpg
SS0823,章魚獨奏E小調,04-A,S1E08,,https://imgur.com/3WeeX0b,https://i.imgur.com/3WeeX0b.jpg
SS0824,就這三個了,04-A,S1E08,,https://imgur.com/z5fMg6I,https://i.imgur.com/z5fMg6I.jpg
SS0825,我會修好的,04-A,S1E08,,https://imgur.com/Ot1rQNP,https://i.imgur.com/Ot1rQNP.jpg
SS0826,一起玩小鴨鴨,04-A,S1E08,,https://imgur.com/rp2JzC5,https://i.imgur.com/rp2JzC5.jpg
SS0827,我不想跟那個瘋子坐在一起,04-A,S1E08,,https://imgur.com/herAEVY,https://i.imgur.com/herAEVY.jpg
SS0828,這是一場大騙局,04-A,S1E08,,https://imgur.com/PYOsg1r,https://i.imgur.com/PYOsg1r.jpg
SS0829,我還沒有喝到耶,04-A,S1E08,,https://imgur.com/DIv7hrM,https://i.imgur.com/DIv7hrM.jpg
SS0830,派大星 你還有滿滿一杯,04-A,S1E08,,https://imgur.com/qPA58Sg,https://i.imgur.com/qPA58Sg.jpg
SS0831,早知道我就不要回來了,04-A,S1E08,,https://imgur.com/5H670Ux,https://i.imgur.com/5H670Ux.jpg
SS0832,太棒了 去別的地方和好,04-A,S1E08,,https://imgur.com/n48KESt,https://i.imgur.com/n48KESt.jpg
SS0833,他忌妒我們,04-A,S1E08,,https://imgur.com/9wjjKz4,https://i.imgur.com/9wjjKz4.jpg
SS0834,好可憐哦,04-A,S1E08,,https://imgur.com/dgvsSdA,https://i.imgur.com/dgvsSdA.jpg
SS0835,小兄弟 我再也不需要你了,04-B,S1E09,,https://imgur.com/G0Gznkh,https://i.imgur.com/G0Gznkh.jpg
SS0836,下一個就輪到我了,04-B,S1E09,,https://imgur.com/HnSDPIP,https://i.imgur.com/HnSDPIP.jpg
SS0837,我才不信呢,04-B,S1E09,,https://imgur.com/W7NwwSE,https://i.imgur.com/W7NwwSE.jpg
SS0838,他又來了,04-B,S1E09,,https://imgur.com/IDB2V3c,https://i.imgur.com/IDB2V3c.jpg
SS0839,上船吧,04-B,S1E09,,https://imgur.com/iSuGOOT,https://i.imgur.com/iSuGOOT.jpg
SS0840,衝出去,04-B,S1E09,,https://imgur.com/5HnPYTK,https://i.imgur.com/5HnPYTK.jpg
SS0841,沒錯 不...別衝出去,04-B,S1E09,,https://imgur.com/ilg56Yl,https://i.imgur.com/ilg56Yl.jpg
SS0842,好的 衝出去,04-B,S1E09,,https://imgur.com/Ws4LJiO,https://i.imgur.com/Ws4LJiO.jpg
SS0843,我要給你一個驚喜哦,04-B,S1E09,,https://imgur.com/ZbHolR4,https://i.imgur.com/ZbHolR4.jpg
SS0844,大腳趾,04-B,S1E09,,https://imgur.com/dSj0JRa,https://i.imgur.com/dSj0JRa.jpg
SS0845,我們還沒撞船耶,04-B,S1E09,,https://imgur.com/jRDWV6V,https://i.imgur.com/jRDWV6V.jpg
SS0846,泡芙阿姨 我作弊,04-B,S1E09,,https://imgur.com/OjLi2CG,https://i.imgur.com/OjLi2CG.jpg
SS0847,沒關係 今天可以作弊,04-B,S1E09,,https://imgur.com/nhlJclm,https://i.imgur.com/nhlJclm.jpg
SS0848,我是作弊鬼,04-B,S1E09,,https://imgur.com/UaEF3EF,https://i.imgur.com/UaEF3EF.jpg
SS0849,我原諒你,04-B,S1E09,,https://imgur.com/Y8jRZx2,https://i.imgur.com/Y8jRZx2.jpg
SS0850,我現在就想回家,05-A,S1E10,,https://imgur.com/MW1rwvr,https://i.imgur.com/MW1rwvr.jpg
SS0851,我們的外送章魚馬上送過去,05-A,S1E10,,https://imgur.com/Khint2Y,https://i.imgur.com/Khint2Y.jpg
SS0852,好主意 帶他一起去,05-A,S1E10,,https://imgur.com/iIlk7ok,https://i.imgur.com/iIlk7ok.jpg
SS0853,我不是那個意思,05-A,S1E10,,https://imgur.com/PCgltfU,https://i.imgur.com/PCgltfU.jpg
SS0854,輪胎胎壓,05-A,S1E10,,https://imgur.com/3MEGDEn,https://i.imgur.com/3MEGDEn.jpg
